697,105,0,(turtle 317),10,0.08888888888888889,4.659023364288393E12
503,105,0,(turtle 317),17,0.029411764705882353,2.764314862835019E12
520,105,0,(turtle 317),13,0.038461538461538464,3.7727848807509263E12
570,105,0,(turtle 317),15,0,3.194652469436583E12
556,105,0,(turtle 317),12,0.09090909090909091,2.7754410590450776E12
603,105,0,(turtle 317),15,0.0380952380952381,2.5957464146301562E12
826,105,0,(turtle 317),14,0.08791208791208792,1.5903560057964077E12
70,105,85,(turtle 317),86,0.01969904240766074,1.5261125000677414E9
455,105,0,(turtle 317),16,0.041666666666666664,3.155405436359994E12
300,105,0,(turtle 317),16,0.05,3.6667006662853135E12
850,105,0,(turtle 317),10,0.1111111111111111,2.669404200199694E12
190,105,0,(turtle 317),17,0.04411764705882353,2.4325828477559087E12
598,105,2,(turtle 317),12,0.10606060606060606,3.069560191916772E8
40,105,0,(turtle 317),20,0.05789473684210526,3.1087473744423477E12
781,105,126,(turtle 317),128,0.014886811023622047,5.618835877720787E10
960,105,0,(turtle 317),24,0.08333333333333333,3.0660775359425493E12
356,105,0,(turtle 317),14,0.03296703296703297,2.3549486581343887E12
557,105,0,(turtle 317),19,0.08771929824561403,3.0304217801891562E12
130,105,0,(turtle 317),24,0.06159420289855073,5.469723847634721E12
57,105,0,(turtle 317),19,0.07017543859649122,1.9018789498444453E12
173,105,0,(turtle 317),18,0.0392156862745098,2.5410528914180405E12
712,105,1,(turtle 317),11,0.07272727272727272,1.8442249605487376E8
915,105,26,(turtle 317),31,0.04946236559139785,9.541569037345521E8
352,105,0,(turtle 317),18,0.06535947712418301,3.6004670874173574E12
819,105,0,(turtle 317),21,0.09047619047619047,2.3867814749970947E12
654,105,0,(turtle 317),13,0.0641025641025641,2.479573622381967E12
797,105,0,(turtle 317),13,0.01282051282051282,3.2652299210526655E12
452,105,0,(turtle 317),15,0.0380952380952381,4.370971843705182E12
319,105,0,(turtle 317),12,0.015151515151515152,4.107244149260635E12
90,105,0,(turtle 317),18,0.06535947712418301,1.7149056749560989E12
428,105,0,(turtle 317),13,0.05128205128205128,2.6641726222573423E12
735,105,68,(turtle 317),71,0.021730382293762576,1.0866176031204114E9
588,105,0,(turtle 317),12,0.045454545454545456,4.957672833000408E12
381,105,137,(turtle 317),133,0.014581909318751423,5.931651203907884E13
579,105,0,(turtle 317),23,0.1067193675889328,6.086542834103528E12
498,105,0,(turtle 317),38,0.049786628733997154,7.622764686084975E12
858,105,0,(turtle 317),14,0.06593406593406594,3.1660756295552617E12
875,105,112,(turtle 317),108,0.010557286258220838,6.538346931731001E9
967,105,1,(turtle 317),14,0.06593406593406594,3.3016541476717126E8
91,105,0,(turtle 317),21,0.0380952380952381,2.9696152573864595E12
994,105,1,(turtle 317),16,0.041666666666666664,7.617579485901654E7
739,105,0,(turtle 317),12,0.09090909090909091,1.4337528206366536E12
634,105,0,(turtle 317),17,0.058823529411764705,2.9766630345517847E12
963,105,115,(turtle 317),110,0.014011676396997498,9.54418520269236E9
730,105,1,(turtle 317),12,0.10606060606060606,3.0710882456202388E7
92,105,0,(turtle 317),8,0.07142857142857142,1.9602968546546208E12
46,105,0,(turtle 317),18,0.06535947712418301,3.0750030476839517E12
134,105,0,(turtle 317),15,0.047619047619047616,2.4081373025414775E12
673,105,17,(turtle 317),30,0.06206896551724138,4.722364505251787E8
19,105,0,(turtle 317),15,0.0380952380952381,4.867488264171922E12
491,105,0,(turtle 317),12,0.10606060606060606,2.336735058806727E12
765,105,0,(turtle 317),13,0.05128205128205128,2.972306829283606E12
290,105,0,(turtle 317),15,0.047619047619047616,2.269379782160797E12
550,105,0,(turtle 317),10,0.13333333333333333,2.441714871498952E12
683,105,0,(turtle 317),16,0.05,3.4693378793105693E12
783,105,0,(turtle 317),6,0.06666666666666667,3.963891857182397E12
853,105,0,(turtle 317),14,0.06593406593406594,1.3974420139640981E12
707,105,80,(turtle 317),79,0.020123336579032782,1.6252909849418173E9
933,105,6,(turtle 317),19,0.0935672514619883,2.498516395030168E8
700,105,0,(turtle 317),16,0.041666666666666664,2.0476254326231255E12
760,105,0,(turtle 317),13,0.0641025641025641,2.387894217803349E12
567,105,0,(turtle 317),9,0.08333333333333333,2.740686617169743E12
220,105,0,(turtle 317),14,0.07692307692307693,2.2718868609743135E12
463,105,0,(turtle 317),15,0.05714285714285714,1.7764287161900696E12
140,105,0,(turtle 317),19,0.04678362573099415,2.2290899689102915E12
106,105,130,(turtle 317),122,0.004470938897168405,1.027702750928988E11
10,105,0,(turtle 317),15,0.05714285714285714,3.9733813503637876E12
540,105,0,(turtle 317),16,0.03333333333333333,3.030371314961032E12
810,105,0,(turtle 317),15,0.009523809523809525,3.7988160855169062E12
56,105,27,(turtle 317),36,0.06031746031746032,6.770600164821924E8
